Date,Open,High,Low,Close,Adj Close,Volume,12 Day EMA,26 Day EMA,MACD,Signal,Histogram,5 Day EMA,15 Day EMA,MACD,Signal,Histogram
10/11/2021,30.389999,30.459999,30.200001,30.25,29.940273,2781700,30.19995039,30.14949013,0.050460254,-0.012429012,0.062889267,30.30707079,30.1749302,0.132140586,0.082760005,0.049380582
10/12/2021,30.059999,30.15,29.879999,30.129999,29.821501,4872800,30.18918864,30.14804635,0.04114229,-0.001714752,0.042857042,30.24804686,30.1693138,0.078733058,0.081954615,-0.003221558
10/13/2021,30.299999,30.559999,30.200001,30.5,30.187714,4899400,30.23700577,30.17411699,0.062888782,0.011205955,0.051682827,30.33203124,30.21064958,0.121381663,0.089840025,0.031541638
10/14/2021,30.25,30.48,30.030001,30.42,30.108534,2969500,30.26515873,30.19233054,0.072828184,0.023530401,0.049297783,30.36135416,30.23681838,0.124535781,0.096779176,0.027756605
10/15/2021,30.620001,30.68,30.41,30.41,30.098635,3424100,30.287442,30.20845421,0.078987793,0.034621879,0.044365914,30.37756944,30.25846608,0.119103358,0.101244013,0.017859346
10/18/2021,30.540001,30.559999,30.4,30.48,30.167919,2315400,30.31706631,30.22856871,0.088497598,0.045397023,0.043100575,30.41171296,30.28615782,0.125555139,0.106106238,0.019448901
10/19/2021,30.799999,31.219999,30.74,31.219999,30.900341,6867600,30.45597903,30.30200799,0.153971039,0.067111826,0.086859213,30.68114164,30.40288797,0.278253671,0.140535725,0.137717947
10/20/2021,31.5,31.5,31.209999,31.32,30.999317,3007800,30.58890533,30.37741481,0.211490526,0.095987566,0.11550296,30.89409443,30.51752697,0.376567454,0.18774207,0.188825384
10/21/2021,31.440001,31.450001,31.200001,31.219999,30.900341,2276800,30.68599667,30.43982845,0.246168216,0.126023696,0.12014452,31.00272928,30.60533598,0.397393309,0.229672318,0.167720991
10/22/2021,31.309999,31.42,31.24,31.370001,31.048807,2936300,30.7912281,30.50873012,0.282497981,0.157318553,0.125179428,31.12515319,30.7009191,0.424234086,0.268584672,0.155649414
10/25/2021,31.49,31.59,31.4,31.49,31.167578,2187600,30.89873147,30.58141678,0.317314693,0.189317781,0.127996912,31.24676879,30.79955422,0.447214577,0.304310653,0.142903924
